id,waffle_house_lat,waffle_house_lon,rating,place_id,total_ratings,vicinity,api_name,name,address,state,zip_code,country
535,33.7860696,-84.2349482,3.8,ChIJt0L4bK-p9YgRQ8jrf-7s67Q,721,"4788 Memorial Dr,Decatur",Waffle House,Waffle House #22,4788 MEMORIAL DRIVE DECATUR,GA,30032,US
536,33.8961772,-84.5397874,4.1,ChIJ-5PGft8W9YgR233BgSfIVkQ,697,"2316 S Cobb Dr SE,Smyrna",Waffle House,Waffle House #2200,2316 SOUTH COBB DR. SMYRNA,GA,30080,US
537,33.7407693,-84.3619041,4,ChIJYSZSKuQD9YgRjzzLtf8h1_4,1329,"860 Glenwood Ave SE,Atlanta",Waffle House,Waffle House #2209,860 GLENWOOD AVENUE ATLANTA,GA,30316,US
538,33.2473048,-84.2580255,4.1,ChIJuTU5HcVh9IgRZ2EBV6mm7sI,796,"429 E Taylor St,Griffin",Waffle House,Waffle House #2212,429 EAST TAYLOR ST. GRIFFIN,GA,30223,US
539,31.6227984,-84.2061199,4.2,ChIJMX6f2Gd88ogRWtrdNTNRzzA,257,"2715 Ledo Rd,Albany",Waffle House,Waffle House #2222,2715 LEDO ROAD ALBANY,GA,31707,US
540,33.0550367,-85.0289604,4.2,ChIJYfN4JKRWi4gRNfFFWpUrVuM,772,"629 New Franklin Rd,LaGrange",Waffle House,Waffle House #2223,629 NEW FRANKLIN RD LAGRANGE,GA,30240,US
541,33.7616943,-84.3965409,3.6,ChIJX_YfgYAE9YgR-Qq15R_Bz_A,627,"300 Marietta St NW,Atlanta",Waffle House,Waffle House #2224,300 MARIETTA STREET ATLANTA,GA,30313,US
542,33.4622981,-84.2030974,4.1,ChIJMW_Wj-pZ9IgRT4LqTNhzOiE,451,"1480 Jonesboro Rd,McDonough",Waffle House,Waffle House #2272,1480 JONESBORO ROAD MCDONOUGH,GA,30253,US
543,33.9896504,-84.3521174,4.1,ChIJjXZxvYML9YgRa-_-hWib88w,428,"8604 Roswell Rd,Sandy Springs",Waffle House,Waffle House #2300,8604 ROSWELL ROAD SANDY SPRINGS,GA,30350,US
544,33.5178179,-84.1926048,4,ChIJ5RUuS_dX9IgRaQA7WvXThb4,291,"195 Eagles Landing Pkwy,Stockbridge",Waffle House,Waffle House #2302,195 EAGLES LANDING STOCKBRIDGE,GA,30281,US
545,33.3998504,-84.6258523,4.3,ChIJDUT2X_nB9IgRQnPjljndQV0,314,"5010 GA-34,Sharpsburg",Waffle House,Waffle House #2308,5010 HIGHWAY 34 E SHARPSBURG,GA,30277,US
546,33.7617539,-84.1979304,3.8,ChIJQcanxQqp9YgRmpN0N0jFr3I,603,"4737 Redan Rd,Stone Mountain",Waffle House,Waffle House #2315,4737 REDAN ROAD STONE MOUNTAIN,GA,30088,US
547,33.7670256,-84.6509863,3.7,ChIJl9vUhH4h9YgRkupN2-OvfUs,325,"1400 Lee Rd,Lithia Springs",Waffle House,Waffle House #2319,1400 LEE ROAD LITHIA SPRINGS,GA,30122,US
548,33.3768453,-84.7548707,4,ChIJ7_CnpGjH9IgRe96I2Nja7W8,305,"1478 Newnan Crossing Blvd,Newnan",Waffle House,Waffle House #2330,1478 NEWNAN CXING NEWNAN,GA,30265,US
549,34.1131456,-84.5706024,4.3,ChIJR5JWuxVr9YgRYRJmot_FHWs,316,"1966 Eagle Dr,Woodstock",Waffle House,Waffle House #2346,1966 EAGLE DRIVE WOODSTOCK,GA,30189,US
550,34.1714985,-84.5477271,4.5,ChIJhyUhzJJp9YgR-2WyGU8BIhk,137,"168 Vince Merolla Dr,Canton",Waffle House,Waffle House #2378,168 VINCE MEROLLA DR CANTON,GA,30114,US
551,33.694274,-84.261348,3.4,ChIJc1DL4nWr9YgRQ57S_Uslohk,293,"3916 Flat Shoals Pkwy,Decatur",Waffle House,Waffle House #2379,3916 FLAT SHOALS PKY DECATUR,GA,30034,US
552,33.3413116,-84.5349699,4.1,ChIJEbqUZQnr9IgR48k4TlHm5xI,259,"1209 GA-74,Peachtree City",Waffle House,Waffle House #2384,1209 S HWY 74 PEACHTREE CITY,GA,30269,US
553,34.3263521,-84.3887101,4.1,ChIJ26Sf62t99YgRFFRZeV3vYTA,136,"150 Howell Bridge E EXT,Ball Ground",Waffle House,Waffle House #2392,150 HOWELL BR RD EXT BALL GROUND,GA,30107,US
554,33.3517091,-84.1272369,4.1,ChIJPyHUXkxd9IgRWF7HNN6Rly8,81,"4670 Bill Gardner Pkwy,Locust Grove",Waffle House,Waffle House #2400,4670 BILL GARDNER LOCUST GROVE,GA,30248,US
555,33.0384647,-85.0385088,3.8,ChIJm-0QRjtXi4gRM-8RqxapIwk,78,"501 Vernon St,LaGrange",Waffle House,Waffle House #2413,501 VERNON STREET LAGRANGE,GA,30240,US
556,31.1697003,-83.7607576,3.9,ChIJCcbBPY7p7YgRnOmZRc5dlDo,13,"645 S Veterans Pkwy,Moultrie",Waffle House,Waffle House #2417,645 S VETERANS PKWY MOULTRIE,GA,31788,US
557,33.6595259,-84.4358469,3.7,ChIJ7Vy4d0399IgRB7uE3fHv7F4,1092,"1425 Virginia Ave,College Park",Waffle House,Waffle House #25,1425 E VIRGINA AVE COLLEGE PARK,GA,30337,US
558,34.2046778,-84.7635902,4.2,ChIJwx07CVtF9YgRexCF9xiMors,565,"5630 Hwy 20 SE,Cartersville",Waffle House,Waffle House #254,5630 HWY 20 SE CARTERSVILLE,GA,30121,US
559,33.5442806,-84.5765285,3.6,ChIJnZYzJQjn9IgRarPxbRm_JJc,877,"7800 Senoia Rd,Fairburn",Waffle House,Waffle House #284,7800 SENOIA RD FAIRBURN,GA,30213,US
560,33.9008114,-84.3792155,3.9,ChIJ_dOFbuYO9YgR5maqkEvuKZg,627,"5335 Roswell Rd NE,Atlanta",Waffle House,Waffle House #29,5335 ROSWELL ROAD NE ATLANTA,GA,30342,US
561,33.8309515,-84.3439566,4.1,ChIJ0-gA1hEG9YgRAnIMpSEHrB0,819,"2812 Buford Hwy NE,Atlanta",Waffle House,Waffle House #295,2812 BUFORD HWY N.E. ATLANTA,GA,30329,US
562,33.5765155,-84.411666,3.7,ChIJMRuC5GP79IgRFMIE3kBxkYw,1027,"6544 GA-85,Riverdale",Waffle House,Waffle House #298,6544 HWY 85 RIVERDALE,GA,30274,US
563,33.7506001,-84.2275895,3.9,ChIJnyAVTdWr9YgRZQ82QN1OfRo,901,"4300 Covington Hwy,Decatur",Waffle House,Waffle House #313,4300 COVINGTON HWY DECATUR,GA,30035,US
564,33.9005678,-84.4772113,4.1,ChIJf0FMz6sR9YgRUJiJL-nJz7s,988,"2642 Windy Hill Rd SE,Marietta",Waffle House,Waffle House #34,2642 WINDY HILL ROAD MARIETTA,GA,30067,US
565,34.268422,-85.213324,4.2,ChIJ_RgvTRKjiogRAkRMFH1clOY,1015,"1601 Shorter Ave,Rome",Waffle House,Waffle House #35,1601 SHORTER AVE ROME,GA,30161,US
566,33.4613513,-84.4518697,3.9,ChIJv-c7HTnu9IgR9XTGlDCDkkg,777,"700 Glynn St S,Fayetteville",Waffle House,Waffle House #362,700 NORTH GLYNN ST FAYETTEVILLE,GA,30214,US
567,33.7139738,-84.2159111,3.8,ChIJBUJ_o6Wr9YgRwd6lOkVlSr4,836,"2548 Wesley Chapel Rd,Decatur",Waffle House,Waffle House #41,2548 WESLY CHAPEL RD DECATUR,GA,30035,US
568,33.8169904,-84.3525848,3.9,ChIJ2VVRaXYG9YgRH1KtfzNYBO8,790,"2264 Cheshire Bridge Rd NE,Atlanta",Waffle House,Waffle House #412,2264 CHSHR BRG RD NE ATLANTA,GA,30324,US
569,33.8286415,-84.2494067,3.9,ChIJoxeUtxKo9YgRdRjHxSn_1Bo,886,"2963 Lawrenceville Hwy,Tucker",Waffle House,Waffle House #415,2963 LAWRENCEVLE HWY TUCKER,GA,30084,US
570,34.0340863,-84.5801419,4.3,ChIJ68HaVMtq9YgRjWI_ne4SRmE,405,"3340 Frey Rd NW,Kennesaw",Waffle House,Waffle House #421,3340 FREY ROAD NW KENNESAW,GA,30144,US
571,33.84481,-84.49084,3.9,ChIJua7YnXAa9YgRd1I3rR1RXls,676,"4458 Atlanta Rd,Smyrna",Waffle House,Waffle House #424,4458 ATLANTA ROAD SMYRNA,GA,30080,US
572,33.5811268,-84.3404496,4.1,ChIJVTEhrLP-9IgRC5RvCbQscL4,853,"6375 Jonesboro Rd,Morrow",Waffle House,Waffle House #425,6375 JONESBORO RD MORROW,GA,30260,US
573,34.7604844,-85.0000701,4.2,ChIJr9UQgip1YIgRVvBT1IdOpB8,756,"1531 W Walnut Ave,Dalton",Waffle House,Waffle House #445,1531 WEST WALNUT AVE DALTON,GA,30720,US
574,34.1769072,-84.7867059,4.2,ChIJQ4XqnJ1P9YgRKSJp_-iv8BI,901,"300 Dixie Ave,Cartersville",Waffle House,Waffle House #46,300 DIXIE AVENUE CARTERSVILLE,GA,30120,US
575,33.963699,-84.494308,4.3,ChIJRcHenbgT9YgRjXoowqdvHhY,707,"550 N Greenbriar Pkwy,Marietta",Waffle House,Waffle House #479,550 N GREENBRIAR PKY MARIETTA,GA,30062,US
576,33.8411522,-84.3140487,3.9,ChIJh9kmAysG9YgRRM3UlxpCDf4,885,"2886 Clairmont Rd,Atlanta",Waffle House,Waffle House #489,2886 CLAIRMONT RD NE ATLANTA,GA,30329,US
577,33.9296782,-84.509635,4.1,ChIJ-8Q0PUUR9YgRBteeSoU6FZ4,847,"920 Cobb Pkwy SE,Marietta",Waffle House,Waffle House #494,920 COBB PKWY MARIETTA,GA,30060,US
578,33.9820487,-84.3491727,4.2,ChIJ_zTiKn8L9YgRtriyeTubTkk,913,"250 Northridge Rd,Sandy Springs",Waffle House,Waffle House #550,250 NORTHRIDGE RD SANDY SPRINGS,GA,30350,US
579,33.6190534,-84.4736814,3.7,ChIJR9bYvgXj9IgRXdTZ6GFXFOU,1015,"4995 Old National Hwy HY,College Park",Waffle House,Waffle House #553,4995 OLD NATIONAL HY COLLEGE PARK,GA,30349,US
580,34.9125195,-85.124512,4.3,ChIJi8mr38ZvYIgRrPFvIgMod7s,1158,"5411 Alabama Hwy,Ringgold",Waffle House,Waffle House #554,5411 ALABAMA HWY RINGGOLD,GA,30736,US
581,33.3540323,-84.1231072,4.2,ChIJ090PkOdc9IgR9tS2LGszh50,826,"4833 Bill Gardner Pkwy PY,Locust Grove",Waffle House,Waffle House #562,4833 BILL GARDNER PY LOCUST GROVE,GA,30248,US
582,32.463491,-84.9263653,3.9,ChIJCfRTm8Yy84gRz5i9RfV-10k,631,"4005 Buena Vista Rd,Columbus",Waffle House,Waffle House #57,4005 BUENA VISTA RD COLUMBUS,GA,31907,US
583,33.5852747,-84.5154192,3.7,ChIJZ2_0Zgfk9IgREPgvNdbBGm0,1095,"3800 Flat Shoals Rd,Union City",Waffle House,Waffle House #574,3800 FLAT SHOALS RD UNION CITY,GA,30291,US
584,34.075976,-84.6530641,4.1,ChIJa48s_vtA9YgRPI1aXaBIx9M,772,"3521 Baker Rd,Acworth",Waffle House,Waffle House #577,3521 BAKER ROAD ACWORTH,GA,30101,US
585,34.8905608,-85.0743248,4.3,ChIJE-C26K1xYIgRKo4B8bqelMw,987,"11292 US Hwy 41,Ringgold",Waffle House,Waffle House #592,11292 HWY 41 RINGGOLD,GA,30736,US
586,34.0145199,-84.556788,4.1,ChIJ4cU9-twU9YgRW27o4TNOd4Y,727,"170 Ernest W Barrett Pkwy NW,Marietta",Waffle House,Waffle House #595,170 ERNEST BARRETT MARIETTA,GA,30066,US
587,33.9983825,-84.5296285,4.2,ChIJTzR00oQU9YgRUsg3KPyoGx4,715,"1811 Williams Dr,Marietta",Waffle House,Waffle House #614,1811 WILLIAMS DR MARIETTA,GA,30066,US
588,34.0052997,-84.6027842,4.1,ChIJC-S2BmIV9YgR5xmrh1qI_Ns,763,"2164 Cobb Pkwy NW,Kennesaw",Waffle House,Waffle House #622,2164 COBB PKWY NW KENNESAW,GA,30152,US
589,32.5071437,-84.9525112,4.2,ChIJ-69Ol7zNjIgRzKTdwbn5u6g,585,"2727 Manchester Expy,Columbus",Waffle House,Waffle House #63,2727 MANCHESTER EXPY COLUMBUS,GA,31904,US
590,33.9640548,-84.4119653,4.3,ChIJpdOASrkN9YgRwsmhGuqyZnU,478,"621 Johnson Ferry Rd,Marietta",Waffle House,Waffle House #630,621 JOHNSON FERRY RD MARIETTA,GA,30068,US
591,33.0416506,-84.9740631,4.2,ChIJdweFrvVUi4gRcHMd_2W9GP8,748,"1540 Lafayette Pkwy,LaGrange",Waffle House,Waffle House #636,1540 LAFAYETTE PKY LAGRANGE,GA,30241,US
592,34.0561781,-84.592482,4.2,ChIJuRm_hL1q9YgRYU1-jorGozI,610,"1470 George Busbee Pkwy NW,Kennesaw",Waffle House,Waffle House #640,1470 GEORGE BUSBEE KENNESAW,GA,30144,US
593,33.6593223,-84.4292237,4,ChIJs6JWyU_99IgRgxAom4GTHJU,1545,"1227 Virginia Ave,East Point",Waffle House,Waffle House #663,1227 VIRGINIA AVENUE EAST POINT,GA,30344,US
594,34.0865728,-84.5301511,4.3,ChIJq7yejPNr9YgRvBmdrFAwsY8,659,"9539 Hwy 92 STE 100,Woodstock",Waffle House,Waffle House #684,9539 HWY 92,GA,30189,US
595,33.9244462,-84.4699622,4,ChIJTxXyCJoR9YgRorjWRbiDcFU,816,"2805 Delk Rd,Marietta",Waffle House,Waffle House #690,2805 DELK ROAD MARIETTA,GA,30067,US
596,33.28076,-84.2913273,4.1,ChIJFbjMS-uK9IgRXWm7IK4BV3M,767,"1702 N Expy,Griffin",Waffle House,Waffle House #694,1702 N. EXPRESSWAY GRIFFIN,GA,30223,US
597,33.6752745,-84.4436372,3.6,ChIJ8-vCKVQd9YgRwotq14Qf0Qw,1474,"1674 Washington Rd,East Point",Waffle House,Waffle House #7,1674 W WASHINGTON RD EAST POINT,GA,30344,US
598,33.5061285,-84.2277265,3.9,ChIJGxoyCQdX9IgR_Lc84DscQLU,893,"105 Country Club Dr,Stockbridge",Waffle House,Waffle House #722,105 COUNTRY CLUB DR STOCKBRIDGE,GA,30281,US
599,31.1765833,-83.763215,4,ChIJ1858nSDm7YgRVN7Y4zPDFtM,482,"1900 1st Ave SE,Moultrie",Waffle House,Waffle House #738,1900 FIRST AVE SE MOULTRIE,GA,31768,US
600,33.8477808,-84.2441864,4,ChIJq-jwCNyn9YgRfmdBb3Y0GLM,789,"4274 Lavista Rd,Tucker",Waffle House,Waffle House #74,4274 LAVISTA RD TUCKER,GA,30084,US
601,32.484219,-84.938403,3.8,ChIJW02NHCsz84gRRY9W5lPQecc,649,"3455 Macon Rd,Columbus",Waffle House,Waffle House #772,3455 MACON ROAD COLUMBUS,GA,31907,US
602,33.3951579,-84.5887521,4.2,ChIJs0PR6xbq9IgRDsD1TNEuLCk,633,"143 Hwy 74 S,Peachtree City",Waffle House,Waffle House #777,143 HWY 74 S. PEACHTREE CITY,GA,30269,US
603,33.9193992,-84.5488074,4,ChIJPeXug-wW9YgRx-pE_eGFcHk,428,"1398 Austell Rd,Marietta",Waffle House,Waffle House #778,1398 AUSTELL RD MARIETTA,GA,30008,US
604,31.5705081,-84.1067558,4,ChIJU9Bjg-R58ogRK1nD1Rog_cc,578,"1702 E Oglethorpe Blvd,Albany",Waffle House,Waffle House #783,1702 EAST OGLETHORPE ALBANY,GA,31705,US
605,33.8879841,-84.3133705,4.1,ChIJvX9D6f8I9YgRHQ_iG_hPw7E,601,"5071 Peachtree Industrial Blvd,Chamblee",Waffle House,Waffle House #786,5071 PEACHTREE IND CHAMBLEE,GA,30341,US
606,33.8648779,-84.5940673,3.8,ChIJdeaz9fAX9YgRYs65f5fnIW0,582,"3635 Austell Rd SW,Marietta",Waffle House,Waffle House #791,3635 AUSTELL RD. MARIETTA,GA,30008,US
607,34.1022545,-84.5277638,4.2,ChIJq7yejPNr9YgRU23xNEAKEnI,805,"197 Towne Lake Pkwy,Woodstock",Waffle House,Waffle House #807,197 TOWNLAKE PKWY WOODSTOCK,GA,30188,US
608,33.8823505,-84.2201534,3.9,ChIJs9fZcoOn9YgRDPCGuqKN_J4,571,"3180 Tucker Norcross Rd,Tucker",Waffle House,Waffle House #82,3180 NORCROSS TKR RD TUCKER,GA,30084,US
609,33.5625485,-84.3207828,3.9,ChIJwSC8nyT59IgR5VVykxuE1O0,621,"2130 Mt Zion Pkwy,Morrow",Waffle House,Waffle House #827,2130 MT. ZION PKWY MORROW,GA,30260,US
610,33.8175782,-84.5762833,3.9,ChIJo7DIsRkZ9YgRsgzFZOtGiNA,823,"5602 Mableton Pkwy SW,Mableton",Waffle House,Waffle House #853,5602 MABLETON PKWY MABLETON,GA,30126,US
611,34.0786672,-84.6752651,4.1,ChIJswwI08RA9YgROyqWVR3CxvU,348,"5350 Cherokee St,Acworth",Waffle House,Waffle House #857,5350 ALLATOONA GTWY ACWORTH,GA,30101,US
612,34.0665716,-84.3099593,4.1,ChIJIbAqqAB19YgR1qTVtUeiq1o,518,"571 S Main St,Alpharetta",Waffle House,Waffle House #862,571 S MAIN ST ALPHARETTA,GA,30009,US
613,33.5665502,-84.5323415,3.7,ChIJmW5r1qLm9IgRgyD9lEMOnPQ,876,"4370 Jonesboro Rd,Union City",Waffle House,Waffle House #877,4370 JONESBORO ROAD UNION CITY,GA,30291,US
614,34.512427,-84.9175433,4.1,ChIJ21KxQsD9X4gRBmo504GaTaQ,1201,"1420 Red Bud Rd NE,Calhoun",Waffle House,Waffle House #88,1420 REDBUD RD. CALHOUN,GA,30701,US
615,32.5225636,-84.8888324,4.1,ChIJueaXAHg084gRhY0dXGYgccQ,563,"5701 Milgen Rd,Columbus",Waffle House,Waffle House #887,5701 MILGEN ROAD COLUMBUS,GA,31907,US
616,33.3272632,-84.7801954,4,ChIJBZbaD_239IgRvwEFR8LUlZ4,691,"1363 Hwy 29 S,Newnan",Waffle House,Waffle House #888,1363 HIGHWAY 29 S NEWNAN,GA,30265,US
617,33.9227784,-84.28065,4,ChIJrYLBY_AJ9YgRxGVwejVmPEg,681,"4375 Tilly Mill Rd,Doraville",Waffle House,Waffle House #898,4375 TILLY MILL ROAD DORAVILLE,GA,30360,US
618,33.5809397,-84.3753425,3.6,ChIJ2am6NXX89IgR7G9yhaQAU7c,1098,"6350 Tara Blvd,Jonesboro",Waffle House,Waffle House #915,6350 TARA BLVD JONESBORO,GA,30236,US
619,33.8610808,-84.3391048,4.1,ChIJIxUk8LsI9YgRs_gmrta-A8A,511,"4065 Peachtree Rd,Atlanta",Waffle House,Waffle House #922,4065 PEACHTREE ROAD/ ATLANTA,GA,30319,US
620,34.0876273,-84.5775093,4.1,ChIJofozHFtq9YgRLQuRTLmnLtM,687,"5685 Bells Ferry Rd,Acworth",Waffle House,Waffle House #924,5685 BELLS FERRY RD ACWORTH,GA,30102,US
621,34.466115,-84.459853,4.2,ChIJPwr9-cmIX4gRNyLzgKm_7Ww,759,"56 Travelers Rest Rd,Jasper",Waffle House,Waffle House #936,56 TRAVELERS REST RD JASPER,GA,30143,US
622,34.0167967,-85.2538905,4.1,ChIJseHDLzXAiogRR4EkvIfmVAQ,554,"228 N Main St,Cedartown",Waffle House,Waffle House #94,228 NORTH MAIN ST CEDARTOWN,GA,30125,US
623,34.7955061,-84.9967108,4.2,ChIJsSo9g_F0YIgRsp4kMtCUig4,1143,"1912 Chattanooga Rd,Dalton",Waffle House,Waffle House #95,1912 CHATTANOOGA RD DALTON,GA,30720,US
624,33.5660881,-85.0776142,4.2,ChIJ56zgRwgvi4gRUVv8ZK38H0Q,809,"821 S Park St,Carrollton",Waffle House,Waffle House #958,821 SOUTH PARK ST CARROLLTON,GA,30117,US
625,33.8672552,-84.6310861,3.8,ChIJx3dXIjc99YgRU_5M5vgnUtk,882,"2661 Powder Springs Rd,Marietta",Waffle House,Waffle House #960,2661 POWDER SPRINGS MARIETTA,GA,30064,US
626,34.305786,-85.1745662,4.2,ChIJ10zx32i8iogRh8UwKlcFFbQ,846,"2903 Martha Berry Hwy,Rome",Waffle House,Waffle House #970,2903 MARTHA BERRY ROME,GA,30161,US
